label,z,x,y,area,vec_0,vec_1,vec_2,theta,psi,eccentricity,percentile_intensity,area_volume,mean_intensity_0,percentile_intensity_0,area_volume_0,mean_intensity_1,percentile_intensity_1,area_volume_1,mean_intensity_2,percentile_intensity_2,area_volume_2
69,56,303,119,13623,0.9183402726940585,-0.014156274514645704,-0.39553854861450427,-3.10581804988282,1.1638664355526298,4.564237483814449,59.0,112313.0,0.0,0.0,112313.0,23.71273732040518,31.0,112313.0,51.21917617135446,59.0,112313.0
71,57,178,253,9490,0.5540752521751248,-0.8320006039344668,-0.027849775219094212,-1.6042570966078602,0.5872517021556435,2.0121316109283787,203.0,56305.0,0.0,0.0,56305.0,59.0533345173608,74.0,56305.0,180.6148654648788,203.0,56305.0
73,56,341,234,7833,0.866909015286747,0.48248021331309765,0.1252262072248067,1.3168527957277432,1.0489674881021733,4.671624728164474,409.0,44960.0,0.0,0.0,44960.0,100.17620848161329,136.0,44960.0,276.40803677342825,409.0,44960.0
74,59,157,192,13673,0.8689640212051409,-0.49133631473514794,-0.05907753950084977,-1.6904603565597005,1.0531050432655638,2.5690030655709886,242.0,66304.0,0.0,0.0,66304.0,45.82076998873874,53.0,66304.0,186.30925233268982,242.0,66304.0
78,59,316,282,6177,-0.8751426866961253,-0.4345464939875455,-0.21282533327923972,-2.0262218484230288,-1.065730627430552,2.2431508625337333,195.0,58643.0,0.0,0.0,58643.0,55.53141892467984,63.0,58643.0,165.85552694552916,195.0,58643.0
79,62,151,152,17013,0.16880854427265107,0.6918910953646694,-0.7019903044456001,2.3634397496286588,0.16962074024636556,3.223229073817634,222.0,128755.0,0.0,0.0,128755.0,34.00166466027209,41.0,128755.0,157.95034497042187,222.0,128755.0
80,61,366,362,9358,-0.9472393716572648,-0.00982090256323911,-0.3203765326224656,-3.110947999197018,-1.2445105134819439,2.493602035186471,44.0,47332.0,0.0,0.0,47332.0,20.24330967069495,22.0,47332.0,36.83929124764078,44.0,47332.0
81,67,201,318,4379,-0.8969485259378729,0.2604188308369567,0.35730291681343584,0.6298245752020959,-1.112818773941555,1.493866478690348,272.0,41929.0,0.0,0.0,41929.0,70.55684609697346,81.0,41929.0,239.22514250280236,272.0,41929.0
82,61,244,196,12302,-0.4130080889956981,-0.5630366302464969,0.7158310355277919,-0.6664855132087252,-0.4257545504590619,2.16118183294858,87.0,54282.0,0.0,0.0,54282.0,36.93297348415067,40.0,54282.0,79.28530636306695,87.0,54282.0
83,62,270,412,10157,-0.5681197360334446,0.6997424913714632,-0.4331286313539513,2.1250570275712706,-0.6042192519106121,2.0541219661408623,114.0,104147.0,0.0,0.0,104147.0,37.06446017008011,65.0,104147.0,57.96232248648545,114.0,104147.0
84,63,388,325,12866,-0.7930473815890202,-0.6091597159966018,0.0005394086933774967,-1.5699108306955512,-0.9157954296365163,3.609448544933329,888.0,123693.0,0.0,0.0,123693.0,65.53573767311003,101.0,123693.0,524.9106524486699,888.0,123693.0
85,63,437,60,4062,0.5519103635988751,0.40351989284412576,-0.7297716400568209,2.6364950872056068,0.5846533748653353,1.6550865748961743,16.0,179309.0,0.0,0.0,179309.0,15.0,15.0,179309.0,15.136228521713912,16.0,179309.0
86,65,131,245,4428,0.7513498681820722,0.0735126090181723,-0.6557966696302477,3.0299620189917387,0.8501052560266048,1.3357066505964832,245.0,58251.0,0.0,0.0,58251.0,34.24382414035811,41.0,58251.0,166.8370213959131,245.0,58251.0
87,65,306,396,9848,0.8737063501122867,-0.31570157867175036,0.3700942136775861,-0.7062506818043678,1.0627700834166436,2.4806812562764198,54.0,70015.0,0.0,0.0,70015.0,28.763488776214622,34.0,70015.0,43.28073508057797,54.0,70015.0
88,65,363,242,8850,0.7096417709634016,0.2494070808045482,0.6589420801166676,0.3618323130902221,0.7889896373769701,4.493087661554184,74.0,42956.0,0.0,0.0,42956.0,25.512733960331502,34.0,42956.0,45.61738367942391,74.0,42956.0
90,66,198,282,13819,0.5619001195275158,-0.8158140038482004,0.13680558029602433,-1.4046500766644325,0.5966810483429767,2.748367531702648,270.0,65227.0,0.0,0.0,65227.0,59.635145977381555,64.0,65227.0,203.91127396119194,270.0,65227.0
