
Detailed
 ==================== 
Position X Reference Frame,Position Y Reference Frame,Position Z Reference Frame,Unit,Category,Collection,ReferenceFrame,Time,ID,
536.157,189.867,50.5844,µm,Spot,Position Reference Frame,Reference Frame 1,1,317,
537.588,194.835,50.7039,µm,Spot,Position Reference Frame,Reference Frame 1,1,318,
541.458,197.974,50.8891,µm,Spot,Position Reference Frame,Reference Frame 1,1,319,
535.818,215.667,51.0878,µm,Spot,Position Reference Frame,Reference Frame 1,1,320,
550.325,223.061,51.1463,µm,Spot,Position Reference Frame,Reference Frame 1,1,321,
532.877,198.829,51.6717,µm,Spot,Position Reference Frame,Reference Frame 1,1,322,
539.313,232.332,51.7878,µm,Spot,Position Reference Frame,Reference Frame 1,1,323,
348.201,278.373,50.0564,µm,Spot,Position Reference Frame,Reference Frame 1,1,324,
338.906,289.114,50.149,µm,Spot,Position Reference Frame,Reference Frame 1,1,325,
394.538,274.71,48.7752,µm,Spot,Position Reference Frame,Reference Frame 1,1,326,
379.7,249.284,49.8012,µm,Spot,Position Reference Frame,Reference Frame 1,1,327,
382.951,274.495,49.6314,µm,Spot,Position Reference Frame,Reference Frame 1,1,328,
386.713,252.974,50.1509,µm,Spot,Position Reference Frame,Reference Frame 1,1,329,
372.711,265.257,50.1388,µm,Spot,Position Reference Frame,Reference Frame 1,1,330,
357.793,270.856,50.1928,µm,Spot,Position Reference Frame,Reference Frame 1,1,331,
373.421,276.34,50.1546,µm,Spot,Position Reference Frame,Reference Frame 1,1,332,
380.298,284.495,50.3501,µm,Spot,Position Reference Frame,Reference Frame 1,1,333,
408.021,285.447,50.0111,µm,Spot,Position Reference Frame,Reference Frame 1,1,334,
398.362,290.066,50.1499,µm,Spot,Position Reference Frame,Reference Frame 1,1,335,
356.81,291.208,50.2381,µm,Spot,Position Reference Frame,Reference Frame 1,1,336,
405.053,242.692,50.5715,µm,Spot,Position Reference Frame,Reference Frame 1,1,337,
402.419,249.609,50.6453,µm,Spot,Position Reference Frame,Reference Frame 1,1,338,
386.956,261.737,50.6799,µm,Spot,Position Reference Frame,Reference Frame 1,1,339,
370.006,285.325,50.7546,µm,Spot,Position Reference Frame,Reference Frame 1,1,340,
400.224,238.945,51.1639,µm,Spot,Position Reference Frame,Reference Frame 1,1,341,
407.075,263.411,51.0273,µm,Spot,Position Reference Frame,Reference Frame 1,1,342,
413.82,242.334,50.0785,µm,Spot,Position Reference Frame,Reference Frame 1,1,343,
468.714,291.916,50.4501,µm,Spot,Position Reference Frame,Reference Frame 1,1,344,
419.164,257.429,50.6283,µm,Spot,Position Reference Frame,Reference Frame 1,1,345,
457.646,265.364,50.7329,µm,Spot,Position Reference Frame,Reference Frame 1,1,346,
442.369,266.974,50.7489,µm,Spot,Position Reference Frame,Reference Frame 1,1,347,
426.731,269.973,50.7059,µm,Spot,Position Reference Frame,Reference Frame 1,1,348,
435.772,275.265,50.8505,µm,Spot,Position Reference Frame,Reference Frame 1,1,349,
418.568,280.835,50.7618,µm,Spot,Position Reference Frame,Reference Frame 1,1,350,
424.518,288.552,50.8703,µm,Spot,Position Reference Frame,Reference Frame 1,1,351,
455.982,290.011,50.9695,µm,Spot,Position Reference Frame,Reference Frame 1,1,352,
434.175,291.525,50.7757,µm,Spot,Position Reference Frame,Reference Frame 1,1,353,
459.77,248.838,51.1837,µm,Spot,Position Reference Frame,Reference Frame 1,1,354,
469.327,249.732,51.4042,µm,Spot,Position Reference Frame,Reference Frame 1,1,355,
458.812,280.099,51.0642,µm,Spot,Position Reference Frame,Reference Frame 1,1,356,
421.447,237.68,51.8653,µm,Spot,Position Reference Frame,Reference Frame 1,1,357,
440.12,243.876,51.8285,µm,Spot,Position Reference Frame,Reference Frame 1,1,358,
472.656,267.647,48.4277,µm,Spot,Position Reference Frame,Reference Frame 1,1,359,
491.6,275.648,49.9585,µm,Spot,Position Reference Frame,Reference Frame 1,1,360,
530.914,265.016,50.0985,µm,Spot,Position Reference Frame,Reference Frame 1,1,361,
521.64,280.233,50.2752,µm,Spot,Position Reference Frame,Reference Frame 1,1,362,
520.903,286.772,50.2682,µm,Spot,Position Reference Frame,Reference Frame 1,1,363,
505.756,251.529,50.839,µm,Spot,Position Reference Frame,Reference Frame 1,1,364,
502.739,256.312,50.7711,µm,Spot,Position Reference Frame,Reference Frame 1,1,365,
494.544,262.355,50.5089,µm,Spot,Position Reference Frame,Reference Frame 1,1,366,
524.44,268.155,50.6843,µm,Spot,Position Reference Frame,Reference Frame 1,1,367,
482.565,270.541,50.6559,µm,Spot,Position Reference Frame,Reference Frame 1,1,368,
501.082,273.556,50.6943,µm,Spot,Position Reference Frame,Reference Frame 1,1,369,
518.067,274.987,50.8427,µm,Spot,Position Reference Frame,Reference Frame 1,1,370,
474.427,279.522,50.7113,µm,Spot,Position Reference Frame,Reference Frame 1,1,371,
530.879,281.668,50.7739,µm,Spot,Position Reference Frame,Reference Frame 1,1,372,
476.697,286.073,50.7674,µm,Spot,Position Reference Frame,Reference Frame 1,1,373,
487.163,288.162,50.5421,µm,Spot,Position Reference Frame,Reference Frame 1,1,374,
522.152,293.184,50.5624,µm,Spot,Position Reference Frame,Reference Frame 1,1,375,
498.656,247.783,51.4386,µm,Spot,Position Reference Frame,Reference Frame 1,1,376,
524.682,254.205,51.1565,µm,Spot,Position Reference Frame,Reference Frame 1,1,377,
515.473,256.397,51.2733,µm,Spot,Position Reference Frame,Reference Frame 1,1,378,
481.654,263.357,51.2121,µm,Spot,Position Reference Frame,Reference Frame 1,1,379,
510.895,265.248,51.1523,µm,Spot,Position Reference Frame,Reference Frame 1,1,380,
507.104,282.214,51.1306,µm,Spot,Position Reference Frame,Reference Frame 1,1,381,
499.812,284.791,51.0737,µm,Spot,Position Reference Frame,Reference Frame 1,1,382,
476.041,239.206,51.8368,µm,Spot,Position Reference Frame,Reference Frame 1,1,383,
520.998,244.318,51.5164,µm,Spot,Position Reference Frame,Reference Frame 1,1,384,
536.319,263.388,48.9044,µm,Spot,Position Reference Frame,Reference Frame 1,1,385,
578.311,244.086,49.3466,µm,Spot,Position Reference Frame,Reference Frame 1,1,386,
562.309,247.165,49.7634,µm,Spot,Position Reference Frame,Reference Frame 1,1,387,
544.642,265.068,49.6295,µm,Spot,Position Reference Frame,Reference Frame 1,1,388,
553.41,240.129,50.3985,µm,Spot,Position Reference Frame,Reference Frame 1,1,389,
589.51,260.314,50.256,µm,Spot,Position Reference Frame,Reference Frame 1,1,390,
542.215,243.848,50.5961,µm,Spot,Position Reference Frame,Reference Frame 1,1,391,
533.867,244.55,51.0456,µm,Spot,Position Reference Frame,Reference Frame 1,1,392,
538.415,253.226,50.6504,µm,Spot,Position Reference Frame,Reference Frame 1,1,393,
570.431,254.476,50.9216,µm,Spot,Position Reference Frame,Reference Frame 1,1,394,
553.446,256.4,50.6363,µm,Spot,Position Reference Frame,Reference Frame 1,1,395,
564.806,261.653,50.8574,µm,Spot,Position Reference Frame,Reference Frame 1,1,396,
557.565,272.907,50.8447,µm,Spot,Position Reference Frame,Reference Frame 1,1,397,
534.888,274.201,50.5348,µm,Spot,Position Reference Frame,Reference Frame 1,1,398,
577.79,277.162,50.7877,µm,Spot,Position Reference Frame,Reference Frame 1,1,399,
577.946,287.809,50.7131,µm,Spot,Position Reference Frame,Reference Frame 1,1,400,
545.614,293.976,50.8922,µm,Spot,Position Reference Frame,Reference Frame 1,1,401,
585.195,294.17,50.6884,µm,Spot,Position Reference Frame,Reference Frame 1,1,402,
581.432,268.297,51.4304,µm,Spot,Position Reference Frame,Reference Frame 1,1,403,
545.2,269.211,51.3465,µm,Spot,Position Reference Frame,Reference Frame 1,1,404,
566.596,271.936,51.291,µm,Spot,Position Reference Frame,Reference Frame 1,1,405,
589.083,279.399,51.3955,µm,Spot,Position Reference Frame,Reference Frame 1,1,406,
558.299,281.008,51.2435,µm,Spot,Position Reference Frame,Reference Frame 1,1,407,
566.085,285.005,51.2703,µm,Spot,Position Reference Frame,Reference Frame 1,1,408,
539.495,287.724,51.0959,µm,Spot,Position Reference Frame,Reference Frame 1,1,409,
595.127,271.42,49.75,µm,Spot,Position Reference Frame,Reference Frame 1,1,410,
594.655,287.765,50.602,µm,Spot,Position Reference Frame,Reference Frame 1,1,411,
293.572,353.588,49.0426,µm,Spot,Position Reference Frame,Reference Frame 1,1,412,
286.373,340.696,49.9603,µm,Spot,Position Reference Frame,Reference Frame 1,1,413,
282.213,350.433,49.6212,µm,Spot,Position Reference Frame,Reference Frame 1,1,414,
322.597,301.029,49.6814,µm,Spot,Position Reference Frame,Reference Frame 1,1,415,
325.487,307.432,49.8816,µm,Spot,Position Reference Frame,Reference Frame 1,1,416,
298.323,322.405,49.5632,µm,Spot,Position Reference Frame,Reference Frame 1,1,417,
342.587,327.868,49.8575,µm,Spot,Position Reference Frame,Reference Frame 1,1,418,
330.476,329.633,49.7691,µm,Spot,Position Reference Frame,Reference Frame 1,1,419,
349.17,332.896,49.6309,µm,Spot,Position Reference Frame,Reference Frame 1,1,420,
313.954,336.93,49.8781,µm,Spot,Position Reference Frame,Reference Frame 1,1,421,
295.483,338.162,49.5717,µm,Spot,Position Reference Frame,Reference Frame 1,1,422,
342.468,343.666,49.7173,µm,Spot,Position Reference Frame,Reference Frame 1,1,423,
302.235,345.402,49.6373,µm,Spot,Position Reference Frame,Reference Frame 1,1,424,
322.54,350.687,49.8083,µm,Spot,Position Reference Frame,Reference Frame 1,1,425,
300.444,352.646,49.6218,µm,Spot,Position Reference Frame,Reference Frame 1,1,426,
342.946,299.631,50.3577,µm,Spot,Position Reference Frame,Reference Frame 1,1,427,
332.746,308.386,50.4552,µm,Spot,Position Reference Frame,Reference Frame 1,1,428,
317.868,312.196,50.2813,µm,Spot,Position Reference Frame,Reference Frame 1,1,429,
321.076,321.39,50.1279,µm,Spot,Position Reference Frame,Reference Frame 1,1,430,
334.214,321.404,50.0895,µm,Spot,Position Reference Frame,Reference Frame 1,1,431,
352.448,321.55,50.1031,µm,Spot,Position Reference Frame,Reference Frame 1,1,432,
306.185,327.071,50.227,µm,Spot,Position Reference Frame,Reference Frame 1,1,433,
381.635,336.166,48.8523,µm,Spot,Position Reference Frame,Reference Frame 1,1,434,
409.94,300.937,49.7182,µm,Spot,Position Reference Frame,Reference Frame 1,1,435,
378.76,319.628,49.8404,µm,Spot,Position Reference Frame,Reference Frame 1,1,436,
393.748,319.737,49.9261,µm,Spot,Position Reference Frame,Reference Frame 1,1,437,
384.622,326.348,49.6123,µm,Spot,Position Reference Frame,Reference Frame 1,1,438,
366.646,328.418,49.9467,µm,Spot,Position Reference Frame,Reference Frame 1,1,439,
387.554,332.808,49.673,µm,Spot,Position Reference Frame,Reference Frame 1,1,440,
397.743,334.381,49.5875,µm,Spot,Position Reference Frame,Reference Frame 1,1,441,
389.11,336.312,49.8271,µm,Spot,Position Reference Frame,Reference Frame 1,1,442,
400.129,340.85,49.7791,µm,Spot,Position Reference Frame,Reference Frame 1,1,443,
384.031,343.505,49.6913,µm,Spot,Position Reference Frame,Reference Frame 1,1,444,
397.584,347.292,49.8935,µm,Spot,Position Reference Frame,Reference Frame 1,1,445,
379.412,296.469,50.0661,µm,Spot,Position Reference Frame,Reference Frame 1,1,446,
376.717,303.124,50.3925,µm,Spot,Position Reference Frame,Reference Frame 1,1,447,
357.899,305.872,50.4253,µm,Spot,Position Reference Frame,Reference Frame 1,1,448,
365.218,309.756,50.0349,µm,Spot,Position Reference Frame,Reference Frame 1,1,449,
392.97,311.403,50.0091,µm,Spot,Position Reference Frame,Reference Frame 1,1,450,
372.889,311.849,50.2448,µm,Spot,Position Reference Frame,Reference Frame 1,1,451,
410.236,311.795,50.047,µm,Spot,Position Reference Frame,Reference Frame 1,1,452,
361.097,317.816,50.2218,µm,Spot,Position Reference Frame,Reference Frame 1,1,453,
405.109,322.889,50.1208,µm,Spot,Position Reference Frame,Reference Frame 1,1,454,
394.328,327.426,50.2593,µm,Spot,Position Reference Frame,Reference Frame 1,1,455,
356.009,343.606,50.1043,µm,Spot,Position Reference Frame,Reference Frame 1,1,456,
370.407,345.838,50.1376,µm,Spot,Position Reference Frame,Reference Frame 1,1,457,
400.024,299.77,50.6061,µm,Spot,Position Reference Frame,Reference Frame 1,1,458,
469.918,314.373,49.8147,µm,Spot,Position Reference Frame,Reference Frame 1,1,459,
426.822,338.733,49.6654,µm,Spot,Position Reference Frame,Reference Frame 1,1,460,
417.027,341.174,49.9225,µm,Spot,Position Reference Frame,Reference Frame 1,1,461,
456.797,304.144,50.396,µm,Spot,Position Reference Frame,Reference Frame 1,1,462,
438.729,325.096,50.4095,µm,Spot,Position Reference Frame,Reference Frame 1,1,463,
419.881,325.387,50.4204,µm,Spot,Position Reference Frame,Reference Frame 1,1,464,
436.011,333.952,50.3082,µm,Spot,Position Reference Frame,Reference Frame 1,1,465,
454.336,348.3,50.3013,µm,Spot,Position Reference Frame,Reference Frame 1,1,466,
426.38,349.721,50.4201,µm,Spot,Position Reference Frame,Reference Frame 1,1,467,
437.818,349.938,50.1949,µm,Spot,Position Reference Frame,Reference Frame 1,1,468,
463.44,350.905,50.194,µm,Spot,Position Reference Frame,Reference Frame 1,1,469,
445.606,351.558,50.1817,µm,Spot,Position Reference Frame,Reference Frame 1,1,470,
414.927,295.566,50.5193,µm,Spot,Position Reference Frame,Reference Frame 1,1,471,
450.538,306.491,50.6844,µm,Spot,Position Reference Frame,Reference Frame 1,1,472,
464.593,307.929,50.6561,µm,Spot,Position Reference Frame,Reference Frame 1,1,473,
453.781,313.388,50.6982,µm,Spot,Position Reference Frame,Reference Frame 1,1,474,
427.784,314.671,50.9519,µm,Spot,Position Reference Frame,Reference Frame 1,1,475,
462.4,319.871,50.6327,µm,Spot,Position Reference Frame,Reference Frame 1,1,476,
425.78,300.913,51.1592,µm,Spot,Position Reference Frame,Reference Frame 1,1,477,
522.434,320.651,49.2356,µm,Spot,Position Reference Frame,Reference Frame 1,1,478,
483.773,348.092,49.3389,µm,Spot,Position Reference Frame,Reference Frame 1,1,479,
476.518,351.572,49.337,µm,Spot,Position Reference Frame,Reference Frame 1,1,480,
522.368,332.45,49.9715,µm,Spot,Position Reference Frame,Reference Frame 1,1,481,
507.3,297.44,50.4709,µm,Spot,Position Reference Frame,Reference Frame 1,1,482,
485.225,306.59,50.4124,µm,Spot,Position Reference Frame,Reference Frame 1,1,483,
505.675,307.363,50.373,µm,Spot,Position Reference Frame,Reference Frame 1,1,484,
514.445,328.869,50.1061,µm,Spot,Position Reference Frame,Reference Frame 1,1,485,
479.491,330.081,50.2741,µm,Spot,Position Reference Frame,Reference Frame 1,1,486,
472.998,341.4,50.3198,µm,Spot,Position Reference Frame,Reference Frame 1,1,487,
496.338,347.651,50.1156,µm,Spot,Position Reference Frame,Reference Frame 1,1,488,
521.391,351.101,50.2479,µm,Spot,Position Reference Frame,Reference Frame 1,1,489,
498.984,296.443,50.8171,µm,Spot,Position Reference Frame,Reference Frame 1,1,490,
478.958,303.191,50.9214,µm,Spot,Position Reference Frame,Reference Frame 1,1,491,
528.222,303.18,50.7254,µm,Spot,Position Reference Frame,Reference Frame 1,1,492,
518.801,305.738,50.6024,µm,Spot,Position Reference Frame,Reference Frame 1,1,493,
525.411,313.863,50.7437,µm,Spot,Position Reference Frame,Reference Frame 1,1,494,
495.919,316.397,50.8759,µm,Spot,Position Reference Frame,Reference Frame 1,1,495,
484.995,318.352,50.7197,µm,Spot,Position Reference Frame,Reference Frame 1,1,496,
508.363,319.414,50.6333,µm,Spot,Position Reference Frame,Reference Frame 1,1,497,
495.987,328.661,50.6521,µm,Spot,Position Reference Frame,Reference Frame 1,1,498,
496.21,340.98,50.6708,µm,Spot,Position Reference Frame,Reference Frame 1,1,499,
585.57,353.389,48.3443,µm,Spot,Position Reference Frame,Reference Frame 1,1,500,
566.535,331.003,48.9199,µm,Spot,Position Reference Frame,Reference Frame 1,1,501,
533.767,331.643,49.2152,µm,Spot,Position Reference Frame,Reference Frame 1,1,502,
571.687,304.418,49.9502,µm,Spot,Position Reference Frame,Reference Frame 1,1,503,
566.736,309.106,49.607,µm,Spot,Position Reference Frame,Reference Frame 1,1,504,
538.075,338.609,49.679,µm,Spot,Position Reference Frame,Reference Frame 1,1,505,
544.929,340.225,49.9855,µm,Spot,Position Reference Frame,Reference Frame 1,1,506,
540.512,343.662,49.6491,µm,Spot,Position Reference Frame,Reference Frame 1,1,507,
575.636,350.633,49.8389,µm,Spot,Position Reference Frame,Reference Frame 1,1,508,
561.013,353.71,49.9001,µm,Spot,Position Reference Frame,Reference Frame 1,1,509,
545.124,307.561,50.3182,µm,Spot,Position Reference Frame,Reference Frame 1,1,510,
587.482,316.718,50.2847,µm,Spot,Position Reference Frame,Reference Frame 1,1,511,
538.849,322.374,50.3575,µm,Spot,Position Reference Frame,Reference Frame 1,1,512,
567.975,325.635,50.1854,µm,Spot,Position Reference Frame,Reference Frame 1,1,513,
545.826,327.175,50.4739,µm,Spot,Position Reference Frame,Reference Frame 1,1,514,
584.156,330.177,50.4372,µm,Spot,Position Reference Frame,Reference Frame 1,1,515,
581.724,337.813,50.4133,µm,Spot,Position Reference Frame,Reference Frame 1,1,516,
572.633,339.039,50.1151,µm,Spot,Position Reference Frame,Reference Frame 1,1,517,
562.282,344.286,50.3327,µm,Spot,Position Reference Frame,Reference Frame 1,1,518,
554.267,296.521,50.9297,µm,Spot,Position Reference Frame,Reference Frame 1,1,519,
566.302,297.927,50.9946,µm,Spot,Position Reference Frame,Reference Frame 1,1,520,
588.026,305.566,50.9624,µm,Spot,Position Reference Frame,Reference Frame 1,1,521,
557.823,318.082,50.8105,µm,Spot,Position Reference Frame,Reference Frame 1,1,522,
571.289,319.495,50.6122,µm,Spot,Position Reference Frame,Reference Frame 1,1,523,
547.747,353.657,50.5948,µm,Spot,Position Reference Frame,Reference Frame 1,1,524,
582.053,300.517,51.007,µm,Spot,Position Reference Frame,Reference Frame 1,1,525,
594.287,336.114,48.6633,µm,Spot,Position Reference Frame,Reference Frame 1,1,526,
597.099,326.933,49.3083,µm,Spot,Position Reference Frame,Reference Frame 1,1,527,
594.503,316.901,49.9263,µm,Spot,Position Reference Frame,Reference Frame 1,1,528,
597.446,300.756,50.5626,µm,Spot,Position Reference Frame,Reference Frame 1,1,529,
234.315,410.681,48.4711,µm,Spot,Position Reference Frame,Reference Frame 1,1,530,
261.97,368.89,48.0263,µm,Spot,Position Reference Frame,Reference Frame 1,1,531,
246.164,410.142,48.4022,µm,Spot,Position Reference Frame,Reference Frame 1,1,532,
273.835,356.679,48.6328,µm,Spot,Position Reference Frame,Reference Frame 1,1,533,
288.773,371.278,48.7255,µm,Spot,Position Reference Frame,Reference Frame 1,1,534,
266.476,374.535,48.9978,µm,Spot,Position Reference Frame,Reference Frame 1,1,535,
286.623,383.226,48.5492,µm,Spot,Position Reference Frame,Reference Frame 1,1,536,
266.579,386.111,48.8354,µm,Spot,Position Reference Frame,Reference Frame 1,1,537,
241.246,396.516,48.6747,µm,Spot,Position Reference Frame,Reference Frame 1,1,538,
278.142,399.597,48.7991,µm,Spot,Position Reference Frame,Reference Frame 1,1,539,
281.311,404.193,48.6252,µm,Spot,Position Reference Frame,Reference Frame 1,1,540,
268.717,410.545,48.936,µm,Spot,Position Reference Frame,Reference Frame 1,1,541,
270.172,365.071,49.0196,µm,Spot,Position Reference Frame,Reference Frame 1,1,542,
280.933,376.313,49.3278,µm,Spot,Position Reference Frame,Reference Frame 1,1,543,
258.042,380.436,49.2211,µm,Spot,Position Reference Frame,Reference Frame 1,1,544,
270.321,380.24,49.2915,µm,Spot,Position Reference Frame,Reference Frame 1,1,545,
277.39,388.387,49.0047,µm,Spot,Position Reference Frame,Reference Frame 1,1,546,
263.454,394.344,49.1581,µm,Spot,Position Reference Frame,Reference Frame 1,1,547,
291.164,394.345,49.324,µm,Spot,Position Reference Frame,Reference Frame 1,1,548,
254.834,406.261,49.2326,µm,Spot,Position Reference Frame,Reference Frame 1,1,549,
292.845,413.166,49.0395,µm,Spot,Position Reference Frame,Reference Frame 1,1,550,
341.271,377.249,48.0096,µm,Spot,Position Reference Frame,Reference Frame 1,1,551,
322.491,376.783,48.7722,µm,Spot,Position Reference Frame,Reference Frame 1,1,552,
328.354,384.682,48.5845,µm,Spot,Position Reference Frame,Reference Frame 1,1,553,
335.904,388.784,48.5596,µm,Spot,Position Reference Frame,Reference Frame 1,1,554,
336.426,396.846,48.6992,µm,Spot,Position Reference Frame,Reference Frame 1,1,555,
315.431,399.895,48.9423,µm,Spot,Position Reference Frame,Reference Frame 1,1,556,
348.086,401.791,48.8917,µm,Spot,Position Reference Frame,Reference Frame 1,1,557,
306.735,408.615,48.7514,µm,Spot,Position Reference Frame,Reference Frame 1,1,558,
332.032,410.885,48.9409,µm,Spot,Position Reference Frame,Reference Frame 1,1,559,
335.853,366.345,49.4577,µm,Spot,Position Reference Frame,Reference Frame 1,1,560,
301.617,380.018,49.196,µm,Spot,Position Reference Frame,Reference Frame 1,1,561,
344.543,382.397,49.4696,µm,Spot,Position Reference Frame,Reference Frame 1,1,562,
311.291,387.104,49.4359,µm,Spot,Position Reference Frame,Reference Frame 1,1,563,
326.724,395.833,49.283,µm,Spot,Position Reference Frame,Reference Frame 1,1,564,
299.166,399.767,49.1761,µm,Spot,Position Reference Frame,Reference Frame 1,1,565,
312.292,357.256,49.6259,µm,Spot,Position Reference Frame,Reference Frame 1,1,566,
324.452,362.951,49.77,µm,Spot,Position Reference Frame,Reference Frame 1,1,567,
347.328,365.094,49.8202,µm,Spot,Position Reference Frame,Reference Frame 1,1,568,
305.615,366.545,49.7231,µm,Spot,Position Reference Frame,Reference Frame 1,1,569,
330.252,374.397,49.6004,µm,Spot,Position Reference Frame,Reference Frame 1,1,570,
302.877,390.97,49.6915,µm,Spot,Position Reference Frame,Reference Frame 1,1,571,
375.32,367.279,48.6056,µm,Spot,Position Reference Frame,Reference Frame 1,1,572,
412.776,381.251,48.9119,µm,Spot,Position Reference Frame,Reference Frame 1,1,573,
358.404,389.004,48.9718,µm,Spot,Position Reference Frame,Reference Frame 1,1,574,
370.036,403.841,48.6752,µm,Spot,Position Reference Frame,Reference Frame 1,1,575,
382.25,356.259,49.2022,µm,Spot,Position Reference Frame,Reference Frame 1,1,576,
399.921,361.068,49.0984,µm,Spot,Position Reference Frame,Reference Frame 1,1,577,
381.132,375.079,49.2636,µm,Spot,Position Reference Frame,Reference Frame 1,1,578,
392.053,376.472,49.0205,µm,Spot,Position Reference Frame,Reference Frame 1,1,579,
382.048,383.109,49.4364,µm,Spot,Position Reference Frame,Reference Frame 1,1,580,
407.78,391.975,49.035,µm,Spot,Position Reference Frame,Reference Frame 1,1,581,
372.265,409.756,49.1526,µm,Spot,Position Reference Frame,Reference Frame 1,1,582,
385.975,412.797,49.3039,µm,Spot,Position Reference Frame,Reference Frame 1,1,583,
363.624,357.583,49.9581,µm,Spot,Position Reference Frame,Reference Frame 1,1,584,
385.925,366.176,49.6645,µm,Spot,Position Reference Frame,Reference Frame 1,1,585,
403.343,376.26,49.9203,µm,Spot,Position Reference Frame,Reference Frame 1,1,586,
385.719,384.158,49.6962,µm,Spot,Position Reference Frame,Reference Frame 1,1,587,
397.145,389.421,49.9378,µm,Spot,Position Reference Frame,Reference Frame 1,1,588,
372.799,390.782,49.7655,µm,Spot,Position Reference Frame,Reference Frame 1,1,589,
411.909,401.145,49.7223,µm,Spot,Position Reference Frame,Reference Frame 1,1,590,
393.74,402.348,49.7362,µm,Spot,Position Reference Frame,Reference Frame 1,1,591,
389.428,354.769,50.0593,µm,Spot,Position Reference Frame,Reference Frame 1,1,592,
410.721,355.821,50.1106,µm,Spot,Position Reference Frame,Reference Frame 1,1,593,
408.189,367.965,50.2254,µm,Spot,Position Reference Frame,Reference Frame 1,1,594,
441.049,411.077,48.5499,µm,Spot,Position Reference Frame,Reference Frame 1,1,595,
423.71,411.455,48.718,µm,Spot,Position Reference Frame,Reference Frame 1,1,596,
421.743,393.055,49.1936,µm,Spot,Position Reference Frame,Reference Frame 1,1,597,
443.169,402.41,49.0112,µm,Spot,Position Reference Frame,Reference Frame 1,1,598,
418.991,403.026,49.2774,µm,Spot,Position Reference Frame,Reference Frame 1,1,599,
436.909,406.272,49.1057,µm,Spot,Position Reference Frame,Reference Frame 1,1,600,
465.373,407.34,49.024,µm,Spot,Position Reference Frame,Reference Frame 1,1,601,
467.165,409.901,49.1045,µm,Spot,Position Reference Frame,Reference Frame 1,1,602,
413.411,413.003,49.1122,µm,Spot,Position Reference Frame,Reference Frame 1,1,603,
452.377,355.881,49.8429,µm,Spot,Position Reference Frame,Reference Frame 1,1,604,
441.682,360.158,49.682,µm,Spot,Position Reference Frame,Reference Frame 1,1,605,
454.171,364.286,49.9933,µm,Spot,Position Reference Frame,Reference Frame 1,1,606,
432.878,366.015,49.6084,µm,Spot,Position Reference Frame,Reference Frame 1,1,607,
427.817,368.86,49.5461,µm,Spot,Position Reference Frame,Reference Frame 1,1,608,
438.995,373.374,49.541,µm,Spot,Position Reference Frame,Reference Frame 1,1,609,
415.211,373.783,49.8862,µm,Spot,Position Reference Frame,Reference Frame 1,1,610,
457.319,376.46,49.6158,µm,Spot,Position Reference Frame,Reference Frame 1,1,611,
443.41,377.954,49.7725,µm,Spot,Position Reference Frame,Reference Frame 1,1,612,
432.604,381.415,49.6642,µm,Spot,Position Reference Frame,Reference Frame 1,1,613,
444.197,388.653,49.745,µm,Spot,Position Reference Frame,Reference Frame 1,1,614,
471.112,391.714,49.9187,µm,Spot,Position Reference Frame,Reference Frame 1,1,615,
419.544,361.679,50.0815,µm,Spot,Position Reference Frame,Reference Frame 1,1,616,
456.105,392.337,50.0234,µm,Spot,Position Reference Frame,Reference Frame 1,1,617,
484.15,392.541,48.9077,µm,Spot,Position Reference Frame,Reference Frame 1,1,618,
512.273,392.342,48.5792,µm,Spot,Position Reference Frame,Reference Frame 1,1,619,
496.564,369.926,49.0057,µm,Spot,Position Reference Frame,Reference Frame 1,1,620,
484.685,371.609,49.2439,µm,Spot,Position Reference Frame,Reference Frame 1,1,621,
492.076,376.709,49.4965,µm,Spot,Position Reference Frame,Reference Frame 1,1,622,
498.809,380.881,49.2338,µm,Spot,Position Reference Frame,Reference Frame 1,1,623,
515.874,382.484,49.2721,µm,Spot,Position Reference Frame,Reference Frame 1,1,624,
525.76,385.981,49.1856,µm,Spot,Position Reference Frame,Reference Frame 1,1,625,
485.819,396.062,49.3495,µm,Spot,Position Reference Frame,Reference Frame 1,1,626,
489.546,400.352,49.1125,µm,Spot,Position Reference Frame,Reference Frame 1,1,627,
495.537,400.17,49.2057,µm,Spot,Position Reference Frame,Reference Frame 1,1,628,
481.812,405.925,49.1763,µm,Spot,Position Reference Frame,Reference Frame 1,1,629,
492.594,354.971,49.8106,µm,Spot,Position Reference Frame,Reference Frame 1,1,630,
482.786,358.987,49.6158,µm,Spot,Position Reference Frame,Reference Frame 1,1,631,
518.606,366.525,49.7169,µm,Spot,Position Reference Frame,Reference Frame 1,1,632,
477.198,368.811,49.5973,µm,Spot,Position Reference Frame,Reference Frame 1,1,633,
503.473,374.228,49.7295,µm,Spot,Position Reference Frame,Reference Frame 1,1,634,
512.252,374.604,49.8124,µm,Spot,Position Reference Frame,Reference Frame 1,1,635,
531.366,374.656,49.7624,µm,Spot,Position Reference Frame,Reference Frame 1,1,636,
489.097,382.813,49.8566,µm,Spot,Position Reference Frame,Reference Frame 1,1,637,
506.191,384.265,49.9878,µm,Spot,Position Reference Frame,Reference Frame 1,1,638,
531.063,359.242,50.3401,µm,Spot,Position Reference Frame,Reference Frame 1,1,639,
496.919,361.823,50.148,µm,Spot,Position Reference Frame,Reference Frame 1,1,640,
